TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       11965.00000        9.38974
TAB:  Serbia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Serbia 5/1/2020        100   11965    11845    9185    11359     4   113 5/14/2020 
AAA2     1 Serbia Confirmed cc1=  .998690 cc2=  .798690 lx=  9.36974 if=  76 il= 100 5/1/2020   n=  24 now=   11965 end=      11728      9185     11359 U=    12.92 T=   81.8 p1=  -2.0 p2=   102.0 ed=   112 5/13/2020   x1=  76. x2= 100. y1=   .45 y2= -1.41     
GP: Confirmed Serbia 5/1/2020        100   11965    11728    9185    11359     4   112 5/13/2020 
AAA2     1 Serbia Confirmed cc1=  .998732 cc2=  .794608 lx=  9.35974 if=  77 il= 100 5/1/2020   n=  23 now=   11965 end=      11611      9185     11359 U=    12.52 T=   81.8 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  77. x2= 100. y1=   .39 y2= -1.45     
GP: Confirmed Serbia 5/1/2020        100   11965    11611    9185    11359     4   111 5/12/2020 
AAA1     1 Serbia Confirmed cc1=  .998714 cc2=  .790199 lx=  9.33974 if=  78 il= 100 5/1/2020   n=  22 now=   11965 end=      11381      9185     11359 U=    11.82 T=   81.8 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  78. x2= 100. y1=   .32 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998717 cc2=  .790199 lx=  9.34474 if=  78 il= 100 5/1/2020   n=  22 now=   11965 end=      11381      9185     11359 U=    11.82 T=   81.8 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  78. x2= 100. y1=   .32 y2= -1.54 BEST
GP: Confirmed Serbia 5/1/2020        100   11965    11381    9185    11359     4   109 5/10/2020 
AAA1     1 Serbia Confirmed cc1=  .998580 cc2=  .785379 lx=  9.33974 if=  79 il= 100 5/1/2020   n=  21 now=   11965 end=      11381      9185     11359 U=    11.66 T=   82.0 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  79. x2= 100. y1=   .26 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998580 cc2=  .785379 lx=  9.33874 if=  79 il= 100 5/1/2020   n=  21 now=   11965 end=      11381      9185     11359 U=    11.66 T=   82.0 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  79. x2= 100. y1=   .26 y2= -1.54 BEST
GP: Confirmed Serbia 5/1/2020        100   11965    11381    9185    11359     4   109 5/10/2020 
AAA1     1 Serbia Confirmed cc1=  .998367 cc2=  .780149 lx=  9.33974 if=  80 il= 100 5/1/2020   n=  20 now=   11965 end=      11381      9185     11359 U=    11.53 T=   82.2 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  80. x2= 100. y1=   .19 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998368 cc2=  .780149 lx=  9.33774 if=  80 il= 100 5/1/2020   n=  20 now=   11965 end=      11381      9185     11359 U=    11.53 T=   82.2 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  80. x2= 100. y1=   .19 y2= -1.54 BEST
GP: Confirmed Serbia 5/1/2020        100   11965    11381    9185    11359     4   109 5/10/2020 
AAA1     1 Serbia Confirmed cc1=  .998134 cc2=  .774527 lx=  9.33974 if=  81 il= 100 5/1/2020   n=  19 now=   11965 end=      11381      9185     11359 U=    11.35 T=   82.5 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  81. x2= 100. y1=   .13 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998135 cc2=  .774527 lx=  9.34274 if=  81 il= 100 5/1/2020   n=  19 now=   11965 end=      11381      9185     11359 U=    11.35 T=   82.5 p1=  -4.9 p2=   105.1 ed=   109 5/10/2020   x1=  81. x2= 100. y1=   .13 y2= -1.54 BEST
GP: Confirmed Serbia 5/1/2020        100   11965    11381    9185    11359     4   109 5/10/2020 
AAA2     1 Serbia Confirmed cc1=  .998147 cc2=  .768731 lx=  9.35974 if=  82 il= 100 5/1/2020   n=  18 now=   11965 end=      11611      9185     11359 U=    11.99 T=   82.6 p1=  -3.0 p2=   103.0 ed=   110 5/11/2020   x1=  82. x2= 100. y1=   .05 y2= -1.45     
GP: Confirmed Serbia 5/1/2020        100   11965    11611    9185    11359     4   110 5/11/2020 
AAA2     1 Serbia Confirmed cc1=  .998213 cc2=  .762510 lx=  9.38974 if=  83 il= 100 5/1/2020   n=  17 now=   11965 end=      11964      9185     11359 U=    12.92 T=   82.8 p1=    .0 p2=   100.0 ed=   113 5/14/2020   x1=  83. x2= 100. y1=  -.01 y2= -1.33     
GP: Confirmed Serbia 5/1/2020        100   11965    11964    9185    11359     4   113 5/14/2020 
AAA2     1 Serbia Confirmed cc1=  .998400 cc2=  .755864 lx=  9.42974 if=  84 il= 100 5/1/2020   n=  16 now=   11965 end=      12453      9185     11359 U=    14.21 T=   83.1 p1=   4.1 p2=    96.1 ed=   116 5/17/2020   x1=  84. x2= 100. y1=  -.06 y2= -1.19     
GP: Confirmed Serbia 5/1/2020        100   11965    12453    9185    11359     4   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .998770 cc2=  .748770 lx=  9.50974 if=  85 il= 100 5/1/2020   n=  15 now=   11965 end=      13490      9185     11359 U=    16.96 T=   83.8 p1=  12.7 p2=    88.7 ed=   123 5/24/2020   x1=  85. x2= 100. y1=  -.07 y2=  -.96     
GP: Confirmed Serbia 5/1/2020        100   11965    13490    9185    11359     4   123 5/24/2020 
AAA2     1 Serbia Confirmed cc1=  .998909 cc2=  .740710 lx=  9.58974 if=  86 il= 100 5/1/2020   n=  14 now=   11965 end=      14614      9185     11359 U=    19.76 T=   84.8 p1=  22.1 p2=    81.9 ed=   131 6/1/2020    x1=  86. x2= 100. y1=  -.06 y2=  -.77     
GP: Confirmed Serbia 5/1/2020        100   11965    14614    9185    11359     4   131 6/1/2020  
AAA2     1 Serbia Confirmed cc1=  .998916 cc2=  .731655 lx=  9.67974 if=  87 il= 100 5/1/2020   n=  13 now=   11965 end=      15990      9185     11359 U=    22.77 T=   86.6 p1=  33.6 p2=    74.8 ed=   140 6/10/2020   x1=  87. x2= 100. y1=  -.02 y2=  -.59     
GP: Confirmed Serbia 5/1/2020        100   11965    15990    9185    11359     4   140 6/10/2020 
AAA2     1 Serbia Confirmed cc1=  .999072 cc2=  .721722 lx=  9.89974 if=  88 il= 100 5/1/2020   n=  12 now=   11965 end=      19925      9185     11359 U=    30.44 T=   92.2 p1=  66.5 p2=    60.1 ed=   164 7/4/2020    x1=  88. x2= 100. y1=   .14 y2=  -.26     
GP: Confirmed Serbia 5/1/2020        100   11965    19925    9185    11359     4   164 7/4/2020  
AAA2     1 Serbia Confirmed cc1=  .999136 cc2=  .710461 lx= 10.36974 if=  89 il= 100 5/1/2020   n=  11 now=   11965 end=      31880      9185     11359 U=    47.28 T=  110.3 p1= 166.4 p2=    37.5 ed=   221 8/30/2020   x1=  89. x2= 100. y1=   .45 y2=   .22     
GP: Confirmed Serbia 5/1/2020        100   11965    31880    9185    11359     4   221 8/30/2020 
AAA2     1 Serbia Confirmed cc1=  .998900 cc2=  .697388 lx= 10.61974 if=  90 il= 100 5/1/2020   n=  10 now=   11965 end=      40935      9185     11359 U=    56.83 T=  122.8 p1= 242.1 p2=    29.2 ed=   256 10/4/2020   x1=  90. x2= 100. y1=   .58 y2=   .40     
GP: Confirmed Serbia 5/1/2020        100   11965    -        9185    11359     4   256 10/4/2020 
AAA2     1 Serbia Confirmed cc1=  .998618 cc2=  .682391 lx= 10.16974 if=  91 il= 100 5/1/2020   n=   9 now=   11965 end=      26101      9185     11359 U=    41.74 T=  101.8 p1= 118.1 p2=    45.8 ed=   200 8/9/2020    x1=  91. x2= 100. y1=   .26 y2=   .04     
GP: Confirmed Serbia 5/1/2020        100   11965    26101    9185    11359     4   200 8/9/2020  
AAA2     1 Serbia Confirmed cc1=  .999439 cc2=  .666106 lx=  9.59974 if=  92 il= 100 5/1/2020   n=   8 now=   11965 end=      14760      9185     11359 U=    20.02 T=   85.1 p1=  23.4 p2=    81.1 ed=   132 6/2/2020    x1=  92. x2= 100. y1=  -.35 y2=  -.75     
GP: Confirmed Serbia 5/1/2020        100   11965    14760    9185    11359     4   132 6/2/2020  
AAA2     1 Serbia Confirmed cc1=  .999346 cc2=  .645793 lx=  9.50974 if=  93 il= 100 5/1/2020   n=   7 now=   11965 end=      13490      9185     11359 U=    16.38 T=   84.3 p1=  12.7 p2=    88.7 ed=   122 5/23/2020   x1=  93. x2= 100. y1=  -.53 y2=  -.96     
GP: Confirmed Serbia 5/1/2020        100   11965    13490    9185    11359     4   122 5/23/2020 
AAA2     1 Serbia Confirmed cc1=  .999262 cc2=  .621298 lx=  9.71974 if=  94 il= 100 5/1/2020   n=   6 now=   11965 end=      16642      9185     11359 U=    24.34 T=   87.3 p1=  39.1 p2=    71.9 ed=   144 6/14/2020   x1=  94. x2= 100. y1=  -.27 y2=  -.52     
GP: Confirmed Serbia 5/1/2020        100   11965    16642    9185    11359     4   144 6/14/2020 
AAA2     1 Serbia Confirmed cc1=  .998909 cc2=  .590661 lx= 10.09974 if=  95 il= 100 5/1/2020   n=   5 now=   11965 end=      24336      9185     11359 U=    39.11 T=   99.0 p1= 103.4 p2=    49.2 ed=   191 7/31/2020   x1=  95. x2= 100. y1=   .10 y2=  -.03     
GP: Confirmed Serbia 5/1/2020        100   11965    24336    9185    11359     4   191 7/31/2020 
AAA2     1 Serbia Confirmed cc1=  .998443 cc2=  .867137 lx=  9.68974 if=  44 il= 101 5/2/2020   n=  57 now=   11965 end=      16151      9362     11561 U=    19.81 T=   89.0 p1=  35.0 p2=    74.1 ed=   135 6/5/2020    x1=  44. x2= 101. y1=  2.27 y2=  -.61     
GP: Confirmed Serbia 5/2/2020        101   11965    16151    9362    11561     3   135 6/5/2020  
AAA2     1 Serbia Confirmed cc1=  .998373 cc2=  .865920 lx=  9.67974 if=  45 il= 101 5/2/2020   n=  56 now=   11965 end=      15990      9362     11561 U=    19.34 T=   88.9 p1=  33.6 p2=    74.8 ed=   134 6/4/2020    x1=  45. x2= 101. y1=  2.27 y2=  -.62     
GP: Confirmed Serbia 5/2/2020        101   11965    15990    9362    11561     3   134 6/4/2020  
AAA2     1 Serbia Confirmed cc1=  .998289 cc2=  .864658 lx=  9.67974 if=  46 il= 101 5/2/2020   n=  55 now=   11965 end=      15990      9362     11561 U=    19.00 T=   89.1 p1=  33.6 p2=    74.8 ed=   133 6/3/2020    x1=  46. x2= 101. y1=  2.27 y2=  -.62     
GP: Confirmed Serbia 5/2/2020        101   11965    15990    9362    11561     3   133 6/3/2020  
AAA2     1 Serbia Confirmed cc1=  .998274 cc2=  .863434 lx=  9.69974 if=  47 il= 101 5/2/2020   n=  54 now=   11965 end=      16313      9362     11561 U=    18.88 T=   89.9 p1=  36.3 p2=    73.3 ed=   134 6/4/2020    x1=  47. x2= 101. y1=  2.27 y2=  -.59     
GP: Confirmed Serbia 5/2/2020        101   11965    16313    9362    11561     3   134 6/4/2020  
AAA2     1 Serbia Confirmed cc1=  .998494 cc2=  .862411 lx=  9.74974 if=  48 il= 101 5/2/2020   n=  53 now=   11965 end=      17149      9362     11561 U=    20.39 T=   90.8 p1=  43.3 p2=    69.8 ed=   138 6/8/2020    x1=  48. x2= 101. y1=  2.10 y2=  -.50     
GP: Confirmed Serbia 5/2/2020        101   11965    17149    9362    11561     3   138 6/8/2020  
AAA2     1 Serbia Confirmed cc1=  .998422 cc2=  .861061 lx=  9.75974 if=  49 il= 101 5/2/2020   n=  52 now=   11965 end=      17322      9362     11561 U=    21.05 T=   90.8 p1=  44.8 p2=    69.1 ed=   140 6/10/2020   x1=  49. x2= 101. y1=  1.98 y2=  -.49     
GP: Confirmed Serbia 5/2/2020        101   11965    17322    9362    11561     3   140 6/10/2020 
AAA2     1 Serbia Confirmed cc1=  .998348 cc2=  .859673 lx=  9.74974 if=  50 il= 101 5/2/2020   n=  51 now=   11965 end=      17149      9362     11561 U=    21.08 T=   90.4 p1=  43.3 p2=    69.8 ed=   140 6/10/2020   x1=  50. x2= 101. y1=  1.92 y2=  -.50     
GP: Confirmed Serbia 5/2/2020        101   11965    17149    9362    11561     3   140 6/10/2020 
AAA2     1 Serbia Confirmed cc1=  .998304 cc2=  .858276 lx=  9.72974 if=  51 il= 101 5/2/2020   n=  50 now=   11965 end=      16810      9362     11561 U=    21.22 T=   89.6 p1=  40.5 p2=    71.2 ed=   139 6/9/2020    x1=  51. x2= 101. y1=  1.82 y2=  -.54     
GP: Confirmed Serbia 5/2/2020        101   11965    16810    9362    11561     3   139 6/9/2020  
AAA2     1 Serbia Confirmed cc1=  .998427 cc2=  .857006 lx=  9.69974 if=  52 il= 101 5/2/2020   n=  49 now=   11965 end=      16313      9362     11561 U=    20.78 T=   88.8 p1=  36.3 p2=    73.3 ed=   137 6/7/2020    x1=  52. x2= 101. y1=  1.77 y2=  -.59     
GP: Confirmed Serbia 5/2/2020        101   11965    16313    9362    11561     3   137 6/7/2020  
AAA2     1 Serbia Confirmed cc1=  .998607 cc2=  .855750 lx=  9.66974 if=  53 il= 101 5/2/2020   n=  48 now=   11965 end=      15831      9362     11561 U=    19.99 T=   88.1 p1=  32.3 p2=    75.6 ed=   135 6/5/2020    x1=  53. x2= 101. y1=  1.76 y2=  -.64     
GP: Confirmed Serbia 5/2/2020        101   11965    15831    9362    11561     3   135 6/5/2020  
AAA2     1 Serbia Confirmed cc1=  .998680 cc2=  .854342 lx=  9.64974 if=  54 il= 101 5/2/2020   n=  47 now=   11965 end=      15517      9362     11561 U=    19.48 T=   87.7 p1=  29.7 p2=    77.1 ed=   133 6/3/2020    x1=  54. x2= 101. y1=  1.73 y2=  -.68     
GP: Confirmed Serbia 5/2/2020        101   11965    15517    9362    11561     3   133 6/3/2020  
AAA2     1 Serbia Confirmed cc1=  .998704 cc2=  .852839 lx=  9.62974 if=  55 il= 101 5/2/2020   n=  46 now=   11965 end=      15210      9362     11561 U=    19.01 T=   87.3 p1=  27.1 p2=    78.7 ed=   132 6/2/2020    x1=  55. x2= 101. y1=  1.70 y2=  -.72     
GP: Confirmed Serbia 5/2/2020        101   11965    15210    9362    11561     3   132 6/2/2020  
AAA2     1 Serbia Confirmed cc1=  .998693 cc2=  .851251 lx=  9.61974 if=  56 il= 101 5/2/2020   n=  45 now=   11965 end=      15059      9362     11561 U=    18.81 T=   87.0 p1=  25.9 p2=    79.5 ed=   131 6/1/2020    x1=  56. x2= 101. y1=  1.65 y2=  -.74     
GP: Confirmed Serbia 5/2/2020        101   11965    15059    9362    11561     3   131 6/1/2020  
AAA2     1 Serbia Confirmed cc1=  .998684 cc2=  .849613 lx=  9.59974 if=  57 il= 101 5/2/2020   n=  44 now=   11965 end=      14760      9362     11561 U=    18.42 T=   86.5 p1=  23.4 p2=    81.1 ed=   129 5/30/2020   x1=  57. x2= 101. y1=  1.60 y2=  -.79     
GP: Confirmed Serbia 5/2/2020        101   11965    14760    9362    11561     3   129 5/30/2020 
AAA2     1 Serbia Confirmed cc1=  .998664 cc2=  .847908 lx=  9.58974 if=  58 il= 101 5/2/2020   n=  43 now=   11965 end=      14614      9362     11561 U=    18.27 T=   86.2 p1=  22.1 p2=    81.9 ed=   129 5/30/2020   x1=  58. x2= 101. y1=  1.54 y2=  -.81     
GP: Confirmed Serbia 5/2/2020        101   11965    14614    9362    11561     3   129 5/30/2020 
AAA2     1 Serbia Confirmed cc1=  .998670 cc2=  .846172 lx=  9.56974 if=  59 il= 101 5/2/2020   n=  42 now=   11965 end=      14324      9362     11561 U=    17.93 T=   85.7 p1=  19.7 p2=    83.5 ed=   127 5/28/2020   x1=  59. x2= 101. y1=  1.49 y2=  -.85     
GP: Confirmed Serbia 5/2/2020        101   11965    14324    9362    11561     3   127 5/28/2020 
AAA2     1 Serbia Confirmed cc1=  .998697 cc2=  .844394 lx=  9.54974 if=  60 il= 101 5/2/2020   n=  41 now=   11965 end=      14041      9362     11561 U=    17.63 T=   85.1 p1=  17.4 p2=    85.2 ed=   126 5/27/2020   x1=  60. x2= 101. y1=  1.42 y2=  -.90     
GP: Confirmed Serbia 5/2/2020        101   11965    14041    9362    11561     3   126 5/27/2020 
AAA2     1 Serbia Confirmed cc1=  .998787 cc2=  .842613 lx=  9.52974 if=  61 il= 101 5/2/2020   n=  40 now=   11965 end=      13763      9362     11561 U=    17.07 T=   84.7 p1=  15.0 p2=    86.9 ed=   125 5/26/2020   x1=  61. x2= 101. y1=  1.39 y2=  -.95     
GP: Confirmed Serbia 5/2/2020        101   11965    13763    9362    11561     3   125 5/26/2020 
AAA2     1 Serbia Confirmed cc1=  .998814 cc2=  .840701 lx=  9.51974 if=  62 il= 101 5/2/2020   n=  39 now=   11965 end=      13626      9362     11561 U=    16.84 T=   84.5 p1=  13.9 p2=    87.8 ed=   124 5/25/2020   x1=  62. x2= 101. y1=  1.34 y2=  -.98     
GP: Confirmed Serbia 5/2/2020        101   11965    13626    9362    11561     3   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .998851 cc2=  .838723 lx=  9.49974 if=  63 il= 101 5/2/2020   n=  38 now=   11965 end=      13356      9362     11561 U=    16.51 T=   83.9 p1=  11.6 p2=    89.6 ed=   122 5/23/2020   x1=  63. x2= 101. y1=  1.27 y2= -1.03     
GP: Confirmed Serbia 5/2/2020        101   11965    13356    9362    11561     3   122 5/23/2020 
AAA2     1 Serbia Confirmed cc1=  .998958 cc2=  .836737 lx=  9.47974 if=  64 il= 101 5/2/2020   n=  37 now=   11965 end=      13091      9362     11561 U=    15.89 T=   83.6 p1=   9.4 p2=    91.4 ed=   121 5/22/2020   x1=  64. x2= 101. y1=  1.24 y2= -1.09     
GP: Confirmed Serbia 5/2/2020        101   11965    13091    9362    11561     3   121 5/22/2020 
AAA2     1 Serbia Confirmed cc1=  .998915 cc2=  .832248 lx=  9.45974 if=  66 il= 101 5/2/2020   n=  35 now=   11965 end=      12832      9362     11561 U=    15.61 T=   83.0 p1=   7.2 p2=    93.2 ed=   119 5/20/2020   x1=  66. x2= 101. y1=  1.09 y2= -1.15     
GP: Confirmed Serbia 5/2/2020        101   11965    12832    9362    11561     3   119 5/20/2020 
AAA2     1 Serbia Confirmed cc1=  .999073 cc2=  .830042 lx=  9.44974 if=  67 il= 101 5/2/2020   n=  34 now=   11965 end=      12704      9362     11561 U=    15.24 T=   82.9 p1=   6.2 p2=    94.2 ed=   118 5/19/2020   x1=  67. x2= 101. y1=  1.04 y2= -1.19     
GP: Confirmed Serbia 5/2/2020        101   11965    12704    9362    11561     3   118 5/19/2020 
AAA2     1 Serbia Confirmed cc1=  .999193 cc2=  .827695 lx=  9.42974 if=  68 il= 101 5/2/2020   n=  33 now=   11965 end=      12453      9362     11561 U=    14.53 T=   82.8 p1=   4.1 p2=    96.1 ed=   117 5/18/2020   x1=  68. x2= 101. y1=  1.02 y2= -1.25     
GP: Confirmed Serbia 5/2/2020        101   11965    12453    9362    11561     3   117 5/18/2020 
AAA2     1 Serbia Confirmed cc1=  .999180 cc2=  .825102 lx=  9.41974 if=  69 il= 101 5/2/2020   n=  32 now=   11965 end=      12329      9362     11561 U=    14.21 T=   82.7 p1=   3.0 p2=    97.0 ed=   116 5/17/2020   x1=  69. x2= 101. y1=   .96 y2= -1.29     
GP: Confirmed Serbia 5/2/2020        101   11965    12329    9362    11561     3   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .999135 cc2=  .822358 lx=  9.41974 if=  70 il= 101 5/2/2020   n=  31 now=   11965 end=      12329      9362     11561 U=    14.17 T=   82.7 p1=   3.0 p2=    97.0 ed=   116 5/17/2020   x1=  70. x2= 101. y1=   .90 y2= -1.29     
GP: Confirmed Serbia 5/2/2020        101   11965    12329    9362    11561     3   116 5/17/2020 
AAA2     1 Serbia Confirmed cc1=  .999086 cc2=  .819480 lx=  9.40974 if=  71 il= 101 5/2/2020   n=  30 now=   11965 end=      12206      9362     11561 U=    13.77 T=   82.7 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  71. x2= 101. y1=   .85 y2= -1.33     
GP: Confirmed Serbia 5/2/2020        101   11965    12206    9362    11561     3   115 5/16/2020 
AAA2     1 Serbia Confirmed cc1=  .998992 cc2=  .816417 lx=  9.40974 if=  72 il= 101 5/2/2020   n=  29 now=   11965 end=      12206      9362     11561 U=    13.98 T=   82.5 p1=   2.0 p2=    98.0 ed=   115 5/16/2020   x1=  72. x2= 101. y1=   .75 y2= -1.33     
GP: Confirmed Serbia 5/2/2020        101   11965    12206    9362    11561     3   115 5/16/2020 
AAA2     1 Serbia Confirmed cc1=  .998957 cc2=  .813262 lx=  9.39974 if=  73 il= 101 5/2/2020   n=  28 now=   11965 end=      12085      9362     11561 U=    13.58 T=   82.5 p1=   1.0 p2=    99.0 ed=   114 5/15/2020   x1=  73. x2= 101. y1=   .70 y2= -1.37     
GP: Confirmed Serbia 5/2/2020        101   11965    12085    9362    11561     3   114 5/15/2020 
AAA2     1 Serbia Confirmed cc1=  .998859 cc2=  .809877 lx=  9.39974 if=  74 il= 101 5/2/2020   n=  27 now=   11965 end=      12085      9362     11561 U=    13.65 T=   82.4 p1=   1.0 p2=    99.0 ed=   114 5/15/2020   x1=  74. x2= 101. y1=   .61 y2= -1.37     
GP: Confirmed Serbia 5/2/2020        101   11965    12085    9362    11561     3   114 5/15/2020 
AAA2     1 Serbia Confirmed cc1=  .998800 cc2=  .806350 lx=  9.38974 if=  75 il= 101 5/2/2020   n=  26 now=   11965 end=      11964      9362     11561 U=    13.46 T=   82.1 p1=    .0 p2=   100.0 ed=   113 5/14/2020   x1=  75. x2= 101. y1=   .53 y2= -1.41     
GP: Confirmed Serbia 5/2/2020        101   11965    11964    9362    11561     3   113 5/14/2020 
AAA2     1 Serbia Confirmed cc1=  .998813 cc2=  .802697 lx=  9.37974 if=  76 il= 101 5/2/2020   n=  25 now=   11965 end=      11845      9362     11561 U=    13.14 T=   82.0 p1=  -1.0 p2=   101.0 ed=   113 5/14/2020   x1=  76. x2= 101. y1=   .46 y2= -1.45     
GP: Confirmed Serbia 5/2/2020        101   11965    11845    9362    11561     3   113 5/14/2020 
AAA1     1 Serbia Confirmed cc1=  .998840 cc2=  .798840 lx=  9.35974 if=  77 il= 101 5/2/2020   n=  24 now=   11965 end=      11611      9362     11561 U=    12.49 T=   81.8 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  77. x2= 101. y1=   .39 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998843 cc2=  .798840 lx=  9.36474 if=  77 il= 101 5/2/2020   n=  24 now=   11965 end=      11611      9362     11561 U=    12.49 T=   81.8 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  77. x2= 101. y1=   .39 y2= -1.54 BEST
GP: Confirmed Serbia 5/2/2020        101   11965    11611    9362    11561     3   111 5/12/2020 
AAA1     1 Serbia Confirmed cc1=  .998812 cc2=  .794688 lx=  9.35974 if=  78 il= 101 5/2/2020   n=  23 now=   11965 end=      11611      9362     11561 U=    12.29 T=   82.1 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  78. x2= 101. y1=   .34 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998814 cc2=  .794688 lx=  9.35574 if=  78 il= 101 5/2/2020   n=  23 now=   11965 end=      11611      9362     11561 U=    12.29 T=   82.1 p1=  -3.0 p2=   103.0 ed=   111 5/12/2020   x1=  78. x2= 101. y1=   .34 y2= -1.54 BEST
GP: Confirmed Serbia 5/2/2020        101   11965    11611    9362    11561     3   111 5/12/2020 
AAA2     1 Serbia Confirmed cc1=  .998683 cc2=  .790169 lx=  9.34974 if=  79 il= 101 5/2/2020   n=  22 now=   11965 end=      11495      9362     11561 U=    11.88 T=   82.2 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  79. x2= 101. y1=   .27 y2= -1.58     
GP: Confirmed Serbia 5/2/2020        101   11965    11495    9362    11561     3   110 5/11/2020 
AAA2     1 Serbia Confirmed cc1=  .998495 cc2=  .785295 lx=  9.34974 if=  80 il= 101 5/2/2020   n=  21 now=   11965 end=      11495      9362     11561 U=    11.76 T=   82.4 p1=  -3.9 p2=   104.1 ed=   110 5/11/2020   x1=  80. x2= 101. y1=   .20 y2= -1.58     
GP: Confirmed Serbia 5/2/2020        101   11965    11495    9362    11561     3   110 5/11/2020 
AAA1     1 Serbia Confirmed cc1=  .998301 cc2=  .780083 lx=  9.35974 if=  81 il= 101 5/2/2020   n=  20 now=   11965 end=      11611      9362     11561 U=    11.86 T=   82.8 p1=  -3.0 p2=   103.0 ed=   110 5/11/2020   x1=  81. x2= 101. y1=   .15 y2= -1.54 BEST
AAA2     1 Serbia Confirmed cc1=  .998302 cc2=  .780083 lx=  9.35674 if=  81 il= 101 5/2/2020   n=  20 now=   11965 end=      11611      9362     11561 U=    11.86 T=   82.8 p1=  -3.0 p2=   103.0 ed=   110 5/11/2020   x1=  81. x2= 101. y1=   .15 y2= -1.54 BEST
GP: Confirmed Serbia 5/2/2020        101   11965    11611    9362    11561     3   110 5/11/2020 
AAA2     1 Serbia Confirmed cc1=  .998350 cc2=  .774743 lx=  9.37974 if=  82 il= 101 5/2/2020   n=  19 now=   11965 end=      11845      9362     11561 U=    12.53 T=   82.9 p1=  -1.0 p2=   101.0 ed=   112 5/13/2020   x1=  82. x2= 101. y1=   .07 y2= -1.45     
GP: Confirmed Serbia 5/2/2020        101   11965    11845    9362    11561     3   112 5/13/2020 
AAA2     1 Serbia Confirmed cc1=  .998444 cc2=  .769028 lx=  9.39974 if=  83 il= 101 5/2/2020   n=  18 now=   11965 end=      12085      9362     11561 U=    13.23 T=   82.9 p1=   1.0 p2=    99.0 ed=   114 5/15/2020   x1=  83. x2= 101. y1=   .00 y2= -1.37     
GP: Confirmed Serbia 5/2/2020        101   11965    12085    9362    11561     3   114 5/15/2020 
AAA2     1 Serbia Confirmed cc1=  .998642 cc2=  .762940 lx=  9.43974 if=  84 il= 101 5/2/2020   n=  17 now=   11965 end=      12578      9362     11561 U=    14.57 T=   83.2 p1=   5.1 p2=    95.1 ed=   117 5/18/2020   x1=  84. x2= 101. y1=  -.05 y2= -1.22     
GP: Confirmed Serbia 5/2/2020        101   11965    12578    9362    11561     3   117 5/18/2020 
AAA2     1 Serbia Confirmed cc1=  .998975 cc2=  .756439 lx=  9.50974 if=  85 il= 101 5/2/2020   n=  16 now=   11965 end=      13490      9362     11561 U=    17.11 T=   83.8 p1=  12.7 p2=    88.7 ed=   124 5/25/2020   x1=  85. x2= 101. y1=  -.07 y2= -1.01     
GP: Confirmed Serbia 5/2/2020        101   11965    13490    9362    11561     3   124 5/25/2020 
AAA2     1 Serbia Confirmed cc1=  .999090 cc2=  .749090 lx=  9.56974 if=  86 il= 101 5/2/2020   n=  15 now=   11965 end=      14324      9362     11561 U=    19.35 T=   84.5 p1=  19.7 p2=    83.5 ed=   130 5/31/2020   x1=  86. x2= 101. y1=  -.08 y2=  -.85     
GP: Confirmed Serbia 5/2/2020        101   11965    14324    9362    11561     3   130 5/31/2020 
AAA2     1 Serbia Confirmed cc1=  .999078 cc2=  .740879 lx=  9.63974 if=  87 il= 101 5/2/2020   n=  14 now=   11965 end=      15363      9362     11561 U=    21.81 T=   85.7 p1=  28.4 p2=    77.9 ed=   137 6/7/2020    x1=  87. x2= 101. y1=  -.06 y2=  -.70     
GP: Confirmed Serbia 5/2/2020        101   11965    15363    9362    11561     3   137 6/7/2020  
