TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       12001.00000        9.39275
TAB:  Denmark Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   124 5/25/2020 
AAA1     1 Denmark Confirmed cc1=  .999543 cc2=  .868236 lx=  9.44275 if=  80 il= 137 6/7/2020   n=  57 now=   12001 end=      12616     11948     12636 U=    21.80 T=   73.6 p1=   5.1 p2=    95.1 ed=   124 5/25/2020   x1=  80. x2= 137. y1=  -.30 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999576 cc2=  .868236 lx=  9.43875 if=  80 il= 137 6/7/2020   n=  57 now=   12001 end=      12616     11948     12636 U=    21.80 T=   73.6 p1=   5.1 p2=    95.1 ed=   124 5/25/2020   x1=  80. x2= 137. y1=  -.30 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   124 5/25/2020 
AAA1     1 Denmark Confirmed cc1=  .999526 cc2=  .867073 lx=  9.44275 if=  81 il= 137 6/7/2020   n=  56 now=   12001 end=      12616     11948     12636 U=    21.75 T=   73.7 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  81. x2= 137. y1=  -.34 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999570 cc2=  .867073 lx=  9.43775 if=  81 il= 137 6/7/2020   n=  56 now=   12001 end=      12616     11948     12636 U=    21.75 T=   73.7 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  81. x2= 137. y1=  -.34 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .999505 cc2=  .865875 lx=  9.44275 if=  82 il= 137 6/7/2020   n=  55 now=   12001 end=      12616     11948     12636 U=    21.64 T=   74.0 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  82. x2= 137. y1=  -.37 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999561 cc2=  .865875 lx=  9.43775 if=  82 il= 137 6/7/2020   n=  55 now=   12001 end=      12616     11948     12636 U=    21.64 T=   74.0 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  82. x2= 137. y1=  -.37 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .999484 cc2=  .864644 lx=  9.43275 if=  83 il= 137 6/7/2020   n=  54 now=   12001 end=      12490     11948     12636 U=    20.11 T=   74.4 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  83. x2= 137. y1=  -.43 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999542 cc2=  .864644 lx=  9.43775 if=  83 il= 137 6/7/2020   n=  54 now=   12001 end=      12490     11948     12636 U=    20.11 T=   74.4 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  83. x2= 137. y1=  -.43 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   121 5/22/2020 
AAA1     1 Denmark Confirmed cc1=  .999471 cc2=  .863388 lx=  9.43275 if=  84 il= 137 6/7/2020   n=  53 now=   12001 end=      12490     11948     12636 U=    20.04 T=   74.6 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  84. x2= 137. y1=  -.47 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999522 cc2=  .863388 lx=  9.43675 if=  84 il= 137 6/7/2020   n=  53 now=   12001 end=      12490     11948     12636 U=    20.04 T=   74.6 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  84. x2= 137. y1=  -.47 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   121 5/22/2020 
AAA1     1 Denmark Confirmed cc1=  .999451 cc2=  .862090 lx=  9.43275 if=  85 il= 137 6/7/2020   n=  52 now=   12001 end=      12490     11948     12636 U=    20.02 T=   74.7 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  85. x2= 137. y1=  -.52 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999498 cc2=  .862090 lx=  9.43675 if=  85 il= 137 6/7/2020   n=  52 now=   12001 end=      12490     11948     12636 U=    20.02 T=   74.7 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  85. x2= 137. y1=  -.52 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   121 5/22/2020 
AAA1     1 Denmark Confirmed cc1=  .999430 cc2=  .860755 lx=  9.43275 if=  86 il= 137 6/7/2020   n=  51 now=   12001 end=      12490     11948     12636 U=    20.00 T=   74.7 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  86. x2= 137. y1=  -.56 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999472 cc2=  .860755 lx=  9.43675 if=  86 il= 137 6/7/2020   n=  51 now=   12001 end=      12490     11948     12636 U=    20.00 T=   74.7 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  86. x2= 137. y1=  -.56 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   121 5/22/2020 
AAA1     1 Denmark Confirmed cc1=  .999409 cc2=  .859381 lx=  9.43275 if=  87 il= 137 6/7/2020   n=  50 now=   12001 end=      12490     11948     12636 U=    19.94 T=   74.9 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  87. x2= 137. y1=  -.61 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999445 cc2=  .859381 lx=  9.43675 if=  87 il= 137 6/7/2020   n=  50 now=   12001 end=      12490     11948     12636 U=    19.94 T=   74.9 p1=   4.1 p2=    96.1 ed=   121 5/22/2020   x1=  87. x2= 137. y1=  -.61 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   121 5/22/2020 
AAA1     1 Denmark Confirmed cc1=  .999383 cc2=  .857961 lx=  9.43275 if=  88 il= 137 6/7/2020   n=  49 now=   12001 end=      12490     11948     12636 U=    19.83 T=   75.2 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  88. x2= 137. y1=  -.64 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999415 cc2=  .857961 lx=  9.43575 if=  88 il= 137 6/7/2020   n=  49 now=   12001 end=      12490     11948     12636 U=    19.83 T=   75.2 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  88. x2= 137. y1=  -.64 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   122 5/23/2020 
AAA1     1 Denmark Confirmed cc1=  .999346 cc2=  .856489 lx=  9.43275 if=  89 il= 137 6/7/2020   n=  48 now=   12001 end=      12490     11948     12636 U=    19.70 T=   75.7 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  89. x2= 137. y1=  -.68 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999378 cc2=  .856489 lx=  9.43575 if=  89 il= 137 6/7/2020   n=  48 now=   12001 end=      12490     11948     12636 U=    19.70 T=   75.7 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  89. x2= 137. y1=  -.68 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   122 5/23/2020 
AAA1     1 Denmark Confirmed cc1=  .999305 cc2=  .854967 lx=  9.43275 if=  90 il= 137 6/7/2020   n=  47 now=   12001 end=      12490     11948     12636 U=    19.67 T=   75.7 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  90. x2= 137. y1=  -.72 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999343 cc2=  .854967 lx=  9.43675 if=  90 il= 137 6/7/2020   n=  47 now=   12001 end=      12490     11948     12636 U=    19.67 T=   75.7 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  90. x2= 137. y1=  -.72 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   122 5/23/2020 
AAA1     1 Denmark Confirmed cc1=  .999261 cc2=  .853396 lx=  9.43275 if=  91 il= 137 6/7/2020   n=  46 now=   12001 end=      12490     11948     12636 U=    19.74 T=   75.5 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  91. x2= 137. y1=  -.78 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999308 cc2=  .853396 lx=  9.43675 if=  91 il= 137 6/7/2020   n=  46 now=   12001 end=      12490     11948     12636 U=    19.74 T=   75.5 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  91. x2= 137. y1=  -.78 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   122 5/23/2020 
AAA1     1 Denmark Confirmed cc1=  .999212 cc2=  .851770 lx=  9.43275 if=  92 il= 137 6/7/2020   n=  45 now=   12001 end=      12490     11948     12636 U=    19.69 T=   75.7 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  92. x2= 137. y1=  -.83 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999264 cc2=  .851770 lx=  9.43675 if=  92 il= 137 6/7/2020   n=  45 now=   12001 end=      12490     11948     12636 U=    19.69 T=   75.7 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  92. x2= 137. y1=  -.83 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   122 5/23/2020 
AAA1     1 Denmark Confirmed cc1=  .999158 cc2=  .850087 lx=  9.43275 if=  93 il= 137 6/7/2020   n=  44 now=   12001 end=      12490     11948     12636 U=    19.59 T=   76.0 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  93. x2= 137. y1=  -.87 y2= -3.11 BEST
AAA2     1 Denmark Confirmed cc1=  .999217 cc2=  .850087 lx=  9.43675 if=  93 il= 137 6/7/2020   n=  44 now=   12001 end=      12490     11948     12636 U=    19.59 T=   76.0 p1=   4.1 p2=    96.1 ed=   122 5/23/2020   x1=  93. x2= 137. y1=  -.87 y2= -3.11 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12490   11948    12636    60   122 5/23/2020 
AAA1     1 Denmark Confirmed cc1=  .999125 cc2=  .848370 lx=  9.44275 if=  94 il= 137 6/7/2020   n=  43 now=   12001 end=      12616     11948     12636 U=    21.52 T=   74.4 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  94. x2= 137. y1=  -.91 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999181 cc2=  .848370 lx=  9.43775 if=  94 il= 137 6/7/2020   n=  43 now=   12001 end=      12616     11948     12636 U=    21.52 T=   74.4 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  94. x2= 137. y1=  -.91 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .999070 cc2=  .846572 lx=  9.44275 if=  95 il= 137 6/7/2020   n=  42 now=   12001 end=      12616     11948     12636 U=    21.44 T=   74.6 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  95. x2= 137. y1=  -.95 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999123 cc2=  .846572 lx=  9.43775 if=  95 il= 137 6/7/2020   n=  42 now=   12001 end=      12616     11948     12636 U=    21.44 T=   74.6 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  95. x2= 137. y1=  -.95 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .999023 cc2=  .844719 lx=  9.44275 if=  96 il= 137 6/7/2020   n=  41 now=   12001 end=      12616     11948     12636 U=    21.33 T=   74.9 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  96. x2= 137. y1=  -.99 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999066 cc2=  .844719 lx=  9.43875 if=  96 il= 137 6/7/2020   n=  41 now=   12001 end=      12616     11948     12636 U=    21.33 T=   74.9 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  96. x2= 137. y1=  -.99 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998996 cc2=  .842822 lx=  9.44275 if=  97 il= 137 6/7/2020   n=  40 now=   12001 end=      12616     11948     12636 U=    21.35 T=   74.9 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  97. x2= 137. y1= -1.04 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .999023 cc2=  .842822 lx=  9.43975 if=  97 il= 137 6/7/2020   n=  40 now=   12001 end=      12616     11948     12636 U=    21.35 T=   74.9 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  97. x2= 137. y1= -1.04 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998971 cc2=  .840857 lx=  9.44275 if=  98 il= 137 6/7/2020   n=  39 now=   12001 end=      12616     11948     12636 U=    21.39 T=   74.7 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  98. x2= 137. y1= -1.09 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .998984 cc2=  .840857 lx=  9.44075 if=  98 il= 137 6/7/2020   n=  39 now=   12001 end=      12616     11948     12636 U=    21.39 T=   74.7 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  98. x2= 137. y1= -1.09 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998939 cc2=  .838811 lx=  9.44275 if=  99 il= 137 6/7/2020   n=  38 now=   12001 end=      12616     11948     12636 U=    21.44 T=   74.6 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  99. x2= 137. y1= -1.14 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .998943 cc2=  .838811 lx=  9.44175 if=  99 il= 137 6/7/2020   n=  38 now=   12001 end=      12616     11948     12636 U=    21.44 T=   74.6 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1=  99. x2= 137. y1= -1.14 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998900 cc2=  .836679 lx=  9.44275 if= 100 il= 137 6/7/2020   n=  37 now=   12001 end=      12616     11948     12636 U=    21.52 T=   74.4 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1= 100. x2= 137. y1= -1.19 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .998900 cc2=  .836679 lx=  9.44275 if= 100 il= 137 6/7/2020   n=  37 now=   12001 end=      12616     11948     12636 U=    21.52 T=   74.4 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1= 100. x2= 137. y1= -1.19 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998843 cc2=  .834444 lx=  9.44275 if= 101 il= 137 6/7/2020   n=  36 now=   12001 end=      12616     11948     12636 U=    21.36 T=   74.8 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1= 101. x2= 137. y1= -1.23 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .998846 cc2=  .834444 lx=  9.44375 if= 101 il= 137 6/7/2020   n=  36 now=   12001 end=      12616     11948     12636 U=    21.36 T=   74.8 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1= 101. x2= 137. y1= -1.23 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998836 cc2=  .832170 lx=  9.44275 if= 102 il= 137 6/7/2020   n=  35 now=   12001 end=      12616     11948     12636 U=    21.31 T=   75.0 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1= 102. x2= 137. y1= -1.27 y2= -2.91 BEST
AAA2     1 Denmark Confirmed cc1=  .998861 cc2=  .832170 lx=  9.44675 if= 102 il= 137 6/7/2020   n=  35 now=   12001 end=      12616     11948     12636 U=    21.31 T=   75.0 p1=   5.1 p2=    95.1 ed=   125 5/26/2020   x1= 102. x2= 137. y1= -1.27 y2= -2.91 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12616   11948    12636    60   125 5/26/2020 
AAA1     1 Denmark Confirmed cc1=  .998959 cc2=  .829928 lx=  9.45275 if= 103 il= 137 6/7/2020   n=  34 now=   12001 end=      12743     11948     12636 U=    23.37 T=   72.9 p1=   6.2 p2=    94.2 ed=   128 5/29/2020   x1= 103. x2= 137. y1= -1.29 y2= -2.74 BEST
AAA2     1 Denmark Confirmed cc1=  .998969 cc2=  .829928 lx=  9.44975 if= 103 il= 137 6/7/2020   n=  34 now=   12001 end=      12743     11948     12636 U=    23.37 T=   72.9 p1=   6.2 p2=    94.2 ed=   128 5/29/2020   x1= 103. x2= 137. y1= -1.29 y2= -2.74 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12743   11948    12636    60   128 5/29/2020 
AAA1     1 Denmark Confirmed cc1=  .999093 cc2=  .827595 lx=  9.45275 if= 104 il= 137 6/7/2020   n=  33 now=   12001 end=      12743     11948     12636 U=    23.62 T=   72.2 p1=   6.2 p2=    94.2 ed=   127 5/28/2020   x1= 104. x2= 137. y1= -1.35 y2= -2.74 BEST
AAA2     1 Denmark Confirmed cc1=  .999098 cc2=  .827595 lx=  9.45475 if= 104 il= 137 6/7/2020   n=  33 now=   12001 end=      12743     11948     12636 U=    23.62 T=   72.2 p1=   6.2 p2=    94.2 ed=   127 5/28/2020   x1= 104. x2= 137. y1= -1.35 y2= -2.74 BEST
GP: Confirmed Denmark 6/7/2020        137   12001    12743   11948    12636    60   127 5/28/2020 
AAA2     1 Denmark Confirmed cc1=  .999191 cc2=  .825113 lx=  9.46275 if= 105 il= 137 6/7/2020   n=  32 now=   12001 end=      12871     11948     12636 U=    25.69 T=   70.3 p1=   7.2 p2=    93.2 ed=   130 5/31/2020   x1= 105. x2= 137. y1= -1.35 y2= -2.60     
GP: Confirmed Denmark 6/7/2020        137   12001    12871   11948    12636    60   130 5/31/2020 
AAA2     1 Denmark Confirmed cc1=  .999373 cc2=  .822596 lx=  9.46275 if= 106 il= 137 6/7/2020   n=  31 now=   12001 end=      12871     11948     12636 U=    26.10 T=   69.2 p1=   7.2 p2=    93.2 ed=   130 5/31/2020   x1= 106. x2= 137. y1= -1.41 y2= -2.60     
GP: Confirmed Denmark 6/7/2020        137   12001    12871   11948    12636    60   130 5/31/2020 
AAA2     1 Denmark Confirmed cc1=  .999483 cc2=  .819878 lx=  9.47275 if= 107 il= 137 6/7/2020   n=  30 now=   12001 end=      13000     11948     12636 U=    28.62 T=   66.3 p1=   8.3 p2=    92.3 ed=   133 6/3/2020    x1= 107. x2= 137. y1= -1.42 y2= -2.47     
GP: Confirmed Denmark 6/7/2020        137   12001    13000   11948    12636    60   133 6/3/2020  
AAA2     1 Denmark Confirmed cc1=  .999491 cc2=  .816917 lx=  9.47275 if= 108 il= 137 6/7/2020   n=  29 now=   12001 end=      13000     11948     12636 U=    28.81 T=   65.8 p1=   8.3 p2=    92.3 ed=   133 6/3/2020    x1= 108. x2= 137. y1= -1.47 y2= -2.47     
GP: Confirmed Denmark 6/7/2020        137   12001    13000   11948    12636    60   133 6/3/2020  
AAA2     1 Denmark Confirmed cc1=  .999492 cc2=  .813797 lx=  9.48275 if= 109 il= 137 6/7/2020   n=  28 now=   12001 end=      13131     11948     12636 U=    31.39 T=   62.9 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 109. x2= 137. y1= -1.47 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999442 cc2=  .810460 lx=  9.48275 if= 110 il= 137 6/7/2020   n=  27 now=   12001 end=      13131     11948     12636 U=    31.52 T=   62.6 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 110. x2= 137. y1= -1.50 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999378 cc2=  .806928 lx=  9.48275 if= 111 il= 137 6/7/2020   n=  26 now=   12001 end=      13131     11948     12636 U=    31.60 T=   62.4 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 111. x2= 137. y1= -1.54 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999304 cc2=  .803187 lx=  9.48275 if= 112 il= 137 6/7/2020   n=  25 now=   12001 end=      13131     11948     12636 U=    31.69 T=   62.2 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 112. x2= 137. y1= -1.57 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999222 cc2=  .799222 lx=  9.48275 if= 113 il= 137 6/7/2020   n=  24 now=   12001 end=      13131     11948     12636 U=    31.25 T=   63.3 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 113. x2= 137. y1= -1.59 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999142 cc2=  .795018 lx=  9.48275 if= 114 il= 137 6/7/2020   n=  23 now=   12001 end=      13131     11948     12636 U=    31.43 T=   62.8 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 114. x2= 137. y1= -1.63 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .999030 cc2=  .790516 lx=  9.48275 if= 115 il= 137 6/7/2020   n=  22 now=   12001 end=      13131     11948     12636 U=    31.44 T=   62.8 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 115. x2= 137. y1= -1.66 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .998897 cc2=  .785696 lx=  9.48275 if= 116 il= 137 6/7/2020   n=  21 now=   12001 end=      13131     11948     12636 U=    31.54 T=   62.6 p1=   9.4 p2=    91.4 ed=   137 6/7/2020    x1= 116. x2= 137. y1= -1.69 y2= -2.36     
GP: Confirmed Denmark 6/7/2020        137   12001    13131   11948    12636    60   137 6/7/2020  
AAA2     1 Denmark Confirmed cc1=  .998736 cc2=  .780518 lx=  9.49275 if= 117 il= 137 6/7/2020   n=  20 now=   12001 end=      13263     11948     12636 U=    33.41 T=   61.5 p1=  10.5 p2=    90.5 ed=   140 6/10/2020   x1= 117. x2= 137. y1= -1.66 y2= -2.26     
GP: Confirmed Denmark 6/7/2020        137   12001    13263   11948    12636    60   140 6/10/2020 
AAA2     1 Denmark Confirmed cc1=  .998748 cc2=  .775141 lx=  9.50275 if= 118 il= 137 6/7/2020   n=  19 now=   12001 end=      13396     11948     12636 U=    36.31 T=   58.3 p1=  11.6 p2=    89.6 ed=   143 6/13/2020   x1= 118. x2= 137. y1= -1.64 y2= -2.17     
GP: Confirmed Denmark 6/7/2020        137   12001    13396   11948    12636    60   143 6/13/2020 
AAA2     1 Denmark Confirmed cc1=  .998713 cc2=  .769297 lx=  9.52275 if= 119 il= 137 6/7/2020   n=  18 now=   12001 end=      13667     11948     12636 U=    41.92 T=   52.9 p1=  13.9 p2=    87.8 ed=   151 6/21/2020   x1= 119. x2= 137. y1= -1.58 y2= -2.01     
GP: Confirmed Denmark 6/7/2020        137   12001    13667   11948    12636    60   151 6/21/2020 
AAA2     1 Denmark Confirmed cc1=  .998571 cc2=  .762868 lx=  9.55275 if= 120 il= 137 6/7/2020   n=  17 now=   12001 end=      14083     11948     12636 U=    50.21 T=   46.4 p1=  17.3 p2=    85.2 ed=   164 7/4/2020    x1= 120. x2= 137. y1= -1.47 y2= -1.81     
GP: Confirmed Denmark 6/7/2020        137   12001    14083   11948    12636    60   164 7/4/2020  
AAA2     1 Denmark Confirmed cc1=  .998328 cc2=  .755792 lx=  9.56275 if= 121 il= 137 6/7/2020   n=  16 now=   12001 end=      14224     11948     12636 U=    52.63 T=   45.1 p1=  18.5 p2=    84.4 ed=   169 7/9/2020    x1= 121. x2= 137. y1= -1.44 y2= -1.75     
GP: Confirmed Denmark 6/7/2020        137   12001    14224   11948    12636    60   169 7/9/2020  
AAA2     1 Denmark Confirmed cc1=  .998125 cc2=  .748125 lx=  9.61275 if= 122 il= 137 6/7/2020   n=  15 now=   12001 end=      14954     11948     12636 U=    66.55 T=   37.6 p1=  24.6 p2=    80.3 ed=   194 8/3/2020    x1= 122. x2= 137. y1= -1.27 y2= -1.49     
GP: Confirmed Denmark 6/7/2020        137   12001    14954   11948    12636    60   194 8/3/2020  
AAA2     1 Denmark Confirmed cc1=  .997809 cc2=  .739610 lx=  9.69275 if= 123 il= 137 6/7/2020   n=  14 now=   12001 end=      16199     11948     12636 U=    91.27 T=   28.4 p1=  35.0 p2=    74.1 ed=   243 9/21/2020   x1= 123. x2= 137. y1= -1.04 y2= -1.19     
GP: Confirmed Denmark 6/7/2020        137   12001    16199   11948    12636    60   243 9/21/2020 
AAA2     1 Denmark Confirmed cc1=  .997547 cc2=  .730286 lx=  9.59275 if= 124 il= 137 6/7/2020   n=  13 now=   12001 end=      14658     11948     12636 U=    61.53 T=   39.3 p1=  22.1 p2=    81.9 ed=   184 7/24/2020   x1= 124. x2= 137. y1= -1.38 y2= -1.59     
GP: Confirmed Denmark 6/7/2020        137   12001    14658   11948    12636    60   184 7/24/2020 
AAA2     1 Denmark Confirmed cc1=  .996933 cc2=  .719583 lx=  9.59275 if= 125 il= 137 6/7/2020   n=  12 now=   12001 end=      14658     11948     12636 U=    60.93 T=   40.3 p1=  22.1 p2=    81.9 ed=   184 7/24/2020   x1= 125. x2= 137. y1= -1.39 y2= -1.59     
GP: Confirmed Denmark 6/7/2020        137   12001    14658   11948    12636    60   184 7/24/2020 
AAA2     1 Denmark Confirmed cc1=  .996209 cc2=  .707534 lx=  9.68275 if= 126 il= 137 6/7/2020   n=  11 now=   12001 end=      16038     11948     12636 U=    86.44 T=   31.3 p1=  33.6 p2=    74.8 ed=   235 9/13/2020   x1= 126. x2= 137. y1= -1.10 y2= -1.22     
GP: Confirmed Denmark 6/7/2020        137   12001    16038   11948    12636    60   235 9/13/2020 
AAA2     1 Denmark Confirmed cc1=  .995146 cc2=  .693635 lx=  9.87275 if= 127 il= 137 6/7/2020   n=  10 now=   12001 end=      19394     11948     12636 U=   135.25 T=   39.0 p1=  61.6 p2=    61.9 ed=   358 1/14/2021   x1= 127. x2= 137. y1=  -.65 y2=  -.72     
GP: Confirmed Denmark 6/7/2020        137   12001    19394   11948    12636    60   358 1/14/2021 
