TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        9751.00000        9.18513
TAB:  Czechia Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Czechia Confirmed cc1=  .998234 cc2=  .785033 lx=  9.13513 if=  90 il= 111 5/12/2020  n=  21 now=    9751 end=       9275      8221      8465 U=    25.30 T=   57.5 p1=  -4.9 p2=   105.1 ed=   117 5/18/2020   x1=  90. x2= 111. y1= -1.28 y2= -2.11     
GP: Confirmed Czechia 5/12/2020       111    9751     9275    8221     8465    31   117 5/18/2020 
AAA2     1 Czechia Confirmed cc1=  .998000 cc2=  .779783 lx=  9.14513 if=  91 il= 111 5/12/2020  n=  20 now=    9751 end=       9368      8221      8465 U=    27.18 T=   55.7 p1=  -3.9 p2=   104.1 ed=   119 5/20/2020   x1=  91. x2= 111. y1= -1.30 y2= -2.04     
GP: Confirmed Czechia 5/12/2020       111    9751     9368    8221     8465    31   119 5/20/2020 
AAA2     1 Czechia Confirmed cc1=  .997691 cc2=  .774084 lx=  9.14513 if=  92 il= 111 5/12/2020  n=  19 now=    9751 end=       9368      8221      8465 U=    26.86 T=   56.3 p1=  -3.9 p2=   104.1 ed=   119 5/20/2020   x1=  92. x2= 111. y1= -1.33 y2= -2.04     
GP: Confirmed Czechia 5/12/2020       111    9751     9368    8221     8465    31   119 5/20/2020 
AAA2     1 Czechia Confirmed cc1=  .997323 cc2=  .767907 lx=  9.14513 if=  93 il= 111 5/12/2020  n=  18 now=    9751 end=       9368      8221      8465 U=    27.21 T=   55.6 p1=  -3.9 p2=   104.1 ed=   119 5/20/2020   x1=  93. x2= 111. y1= -1.37 y2= -2.04     
GP: Confirmed Czechia 5/12/2020       111    9751     9368    8221     8465    31   119 5/20/2020 
AAA2     1 Czechia Confirmed cc1=  .996859 cc2=  .761157 lx=  9.14513 if=  94 il= 111 5/12/2020  n=  17 now=    9751 end=       9368      8221      8465 U=    27.52 T=   55.0 p1=  -3.9 p2=   104.1 ed=   119 5/20/2020   x1=  94. x2= 111. y1= -1.42 y2= -2.04     
GP: Confirmed Czechia 5/12/2020       111    9751     9368    8221     8465    31   119 5/20/2020 
AAA2     1 Czechia Confirmed cc1=  .996432 cc2=  .753896 lx=  9.12513 if=  95 il= 111 5/12/2020  n=  16 now=    9751 end=       9183      8221      8465 U=    24.04 T=   58.1 p1=  -5.8 p2=   106.2 ed=   114 5/15/2020   x1=  95. x2= 111. y1= -1.54 y2= -2.20     
GP: Confirmed Czechia 5/12/2020       111    9751     9183    8221     8465    31   114 5/15/2020 
AAA2     1 Czechia Confirmed cc1=  .995828 cc2=  .745828 lx=  9.11513 if=  96 il= 111 5/12/2020  n=  15 now=    9751 end=       9091      8221      8465 U=    21.88 T=   60.8 p1=  -6.8 p2=   107.3 ed=   112 5/13/2020   x1=  96. x2= 111. y1= -1.61 y2= -2.30     
GP: Confirmed Czechia 5/12/2020       111    9751     9091    8221     8465    31   112 5/13/2020 
AAA2     1 Czechia Confirmed cc1=  .994938 cc2=  .736739 lx=  9.11513 if=  97 il= 111 5/12/2020  n=  14 now=    9751 end=       9091      8221      8465 U=    21.70 T=   61.2 p1=  -6.8 p2=   107.3 ed=   112 5/13/2020   x1=  97. x2= 111. y1= -1.65 y2= -2.30     
GP: Confirmed Czechia 5/12/2020       111    9751     9091    8221     8465    31   112 5/13/2020 
AAA2     1 Czechia Confirmed cc1=  .993949 cc2=  .726688 lx=  9.14513 if=  98 il= 111 5/12/2020  n=  13 now=    9751 end=       9368      8221      8465 U=    26.87 T=   56.3 p1=  -3.9 p2=   104.1 ed=   119 5/20/2020   x1=  98. x2= 111. y1= -1.55 y2= -2.04     
GP: Confirmed Czechia 5/12/2020       111    9751     9368    8221     8465    31   119 5/20/2020 
AAA2     1 Czechia Confirmed cc1=  .992628 cc2=  .715278 lx=  9.21513 if=  99 il= 111 5/12/2020  n=  12 now=    9751 end=      10047      8221      8465 U=    41.22 T=   44.8 p1=   3.0 p2=    97.1 ed=   142 6/12/2020   x1=  99. x2= 111. y1= -1.31 y2= -1.61     
GP: Confirmed Czechia 5/12/2020       111    9751    10047    8221     8465    31   142 6/12/2020 
AAA2     1 Czechia Confirmed cc1=  .992142 cc2=  .703467 lx=  9.10513 if= 100 il= 111 5/12/2020  n=  11 now=    9751 end=       9001      8221      8465 U=    21.47 T=   59.5 p1=  -7.7 p2=   108.3 ed=   110 5/11/2020   x1= 100. x2= 111. y1= -1.89 y2= -2.40     
GP: Confirmed Czechia 5/12/2020       111    9751     9001    8221     8465    31   110 5/11/2020 
AAA2     1 Czechia Confirmed cc1=  .994247 cc2=  .692735 lx=  9.06513 if= 101 il= 111 5/12/2020  n=  10 now=    9751 end=       8648      8221      8465 U=    13.05 T=   72.1 p1= -11.3 p2=   112.8 ed=   102 5/3/2020    x1= 101. x2= 111. y1= -2.22 y2= -2.98     
GP: Confirmed Czechia 5/12/2020       111    9751     8648    8221     8465    31   102 5/3/2020  
AAA1     1 Czechia Confirmed cc1=  .994631 cc2=  .678404 lx=  9.05513 if= 102 il= 111 5/12/2020  n=   9 now=    9751 end=       8562      8221      8465 U=    10.52 T=   77.3 p1= -12.2 p2=   113.9 ed=   102 5/3/2020    x1= 102. x2= 111. y1= -2.35 y2= -3.20 BEST
AAA2     1 Czechia Confirmed cc1= 1.000000 cc2=  .678404 lx=  8.97113 if= 102 il= 111 5/12/2020  n=   9 now=    9751 end=       8562      8221      8465 U=    10.52 T=   77.3 p1= -12.2 p2=   113.9 ed=   102 5/3/2020    x1= 102. x2= 111. y1= -2.35 y2= -3.20 BEST
GP: Confirmed Czechia 5/12/2020       111    9751     8562    8221     8465    31   102 5/3/2020  
AAA1     1 Czechia Confirmed cc1=  .992931 cc2=  .659598 lx=  9.04513 if= 103 il= 111 5/12/2020  n=   8 now=    9751 end=       8477      8221      8465 U=     8.26 T=   82.2 p1= -13.1 p2=   115.0 ed=   101 5/2/2020    x1= 103. x2= 111. y1= -2.52 y2= -3.48 BEST
AAA2     1 Czechia Confirmed cc1= 1.000000 cc2=  .659598 lx=  8.97913 if= 103 il= 111 5/12/2020  n=   8 now=    9751 end=       8477      8221      8465 U=     8.26 T=   82.2 p1= -13.1 p2=   115.0 ed=   101 5/2/2020    x1= 103. x2= 111. y1= -2.52 y2= -3.48 BEST
GP: Confirmed Czechia 5/12/2020       111    9751     8477    8221     8465    31   101 5/2/2020  
AAA2     1 Czechia Confirmed cc1=  .991217 cc2=  .637664 lx=  9.06513 if= 104 il= 111 5/12/2020  n=   7 now=    9751 end=       8648      8221      8465 U=    11.96 T=   75.3 p1= -11.3 p2=   112.8 ed=   103 5/4/2020    x1= 104. x2= 111. y1= -2.40 y2= -2.98     
GP: Confirmed Czechia 5/12/2020       111    9751     8648    8221     8465    31   103 5/4/2020  
AAA2     1 Czechia Confirmed cc1=  .991585 cc2=  .613620 lx=  9.36513 if= 105 il= 111 5/12/2020  n=   6 now=    9751 end=      11674      8221      8465 U=    71.93 T=   35.6 p1=  19.7 p2=    83.5 ed=   205 8/14/2020   x1= 105. x2= 111. y1=  -.96 y2= -1.05     
GP: Confirmed Czechia 5/12/2020       111    9751    11674    8221     8465    31   205 8/14/2020 
AAA2     1 Czechia Confirmed cc1=  .989233 cc2=  .580984 lx= 11.18512 if= 106 il= 111 5/12/2020  n=   5 now=    9751 end=      72050      8221      8465 U=   466.66 T=  472.7 p1= 638.9 p2=    13.5 ed=   999 undefine    x1= 106. x2= 111. y1=   .79 y2=   .78     
GP: Confirmed Czechia 5/12/2020       111    9751    -        8221     8465    31   999 undefine  
AAA1     1 Czechia Confirmed cc1=  .998868 cc2=  .882620 lx=  9.05513 if=  39 il= 112 5/13/2020  n=  73 now=    9751 end=       8562      8269      8465 U=    13.44 T=   66.9 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  39. x2= 112. y1=  2.07 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998892 cc2=  .882620 lx=  9.05213 if=  39 il= 112 5/13/2020  n=  73 now=    9751 end=       8562      8269      8465 U=    13.44 T=   66.9 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  39. x2= 112. y1=  2.07 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    98 4/29/2020 
AAA1     1 Czechia Confirmed cc1=  .998893 cc2=  .881852 lx=  9.05513 if=  40 il= 112 5/13/2020  n=  72 now=    9751 end=       8562      8269      8465 U=    13.26 T=   67.5 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  40. x2= 112. y1=  2.07 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998929 cc2=  .881852 lx=  9.05213 if=  40 il= 112 5/13/2020  n=  72 now=    9751 end=       8562      8269      8465 U=    13.26 T=   67.5 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  40. x2= 112. y1=  2.07 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    98 4/29/2020 
AAA1     1 Czechia Confirmed cc1=  .998871 cc2=  .881020 lx=  9.05513 if=  41 il= 112 5/13/2020  n=  71 now=    9751 end=       8562      8269      8465 U=    13.24 T=   67.6 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  41. x2= 112. y1=  2.01 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998919 cc2=  .881020 lx=  9.05113 if=  41 il= 112 5/13/2020  n=  71 now=    9751 end=       8562      8269      8465 U=    13.24 T=   67.6 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  41. x2= 112. y1=  2.01 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    98 4/29/2020 
AAA1     1 Czechia Confirmed cc1=  .998847 cc2=  .880169 lx=  9.05513 if=  42 il= 112 5/13/2020  n=  70 now=    9751 end=       8562      8269      8465 U=    13.21 T=   67.7 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  42. x2= 112. y1=  1.94 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998906 cc2=  .880169 lx=  9.05113 if=  42 il= 112 5/13/2020  n=  70 now=    9751 end=       8562      8269      8465 U=    13.21 T=   67.7 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  42. x2= 112. y1=  1.94 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    98 4/29/2020 
AAA1     1 Czechia Confirmed cc1=  .998820 cc2=  .879297 lx=  9.05513 if=  43 il= 112 5/13/2020  n=  69 now=    9751 end=       8562      8269      8465 U=    13.17 T=   67.8 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  43. x2= 112. y1=  1.88 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998892 cc2=  .879297 lx=  9.05013 if=  43 il= 112 5/13/2020  n=  69 now=    9751 end=       8562      8269      8465 U=    13.17 T=   67.8 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  43. x2= 112. y1=  1.88 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    98 4/29/2020 
AAA1     1 Czechia Confirmed cc1=  .998785 cc2=  .878399 lx=  9.05513 if=  44 il= 112 5/13/2020  n=  68 now=    9751 end=       8562      8269      8465 U=    13.14 T=   67.9 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  44. x2= 112. y1=  1.82 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998872 cc2=  .878399 lx=  9.05013 if=  44 il= 112 5/13/2020  n=  68 now=    9751 end=       8562      8269      8465 U=    13.14 T=   67.9 p1= -12.2 p2=   113.9 ed=    98 4/29/2020   x1=  44. x2= 112. y1=  1.82 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    98 4/29/2020 
AAA1     1 Czechia Confirmed cc1=  .998746 cc2=  .877478 lx=  9.05513 if=  45 il= 112 5/13/2020  n=  67 now=    9751 end=       8562      8269      8465 U=    12.97 T=   68.5 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  45. x2= 112. y1=  1.81 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998848 cc2=  .877478 lx=  9.05013 if=  45 il= 112 5/13/2020  n=  67 now=    9751 end=       8562      8269      8465 U=    12.97 T=   68.5 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  45. x2= 112. y1=  1.81 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998689 cc2=  .876519 lx=  9.05513 if=  46 il= 112 5/13/2020  n=  66 now=    9751 end=       8562      8269      8465 U=    12.98 T=   68.4 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  46. x2= 112. y1=  1.73 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998798 cc2=  .876519 lx=  9.05013 if=  46 il= 112 5/13/2020  n=  66 now=    9751 end=       8562      8269      8465 U=    12.98 T=   68.4 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  46. x2= 112. y1=  1.73 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998639 cc2=  .875547 lx=  9.04513 if=  47 il= 112 5/13/2020  n=  65 now=    9751 end=       8477      8269      8465 U=    11.99 T=   67.7 p1= -13.1 p2=   115.0 ed=    95 4/26/2020   x1=  47. x2= 112. y1=  1.72 y2= -3.69 BEST
AAA2     1 Czechia Confirmed cc1=  .998746 cc2=  .875547 lx=  9.05013 if=  47 il= 112 5/13/2020  n=  65 now=    9751 end=       8477      8269      8465 U=    11.99 T=   67.7 p1= -13.1 p2=   115.0 ed=    95 4/26/2020   x1=  47. x2= 112. y1=  1.72 y2= -3.69 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8477    8269     8465    25    95 4/26/2020 
AAA1     1 Czechia Confirmed cc1=  .998581 cc2=  .874547 lx=  9.05513 if=  48 il= 112 5/13/2020  n=  64 now=    9751 end=       8562      8269      8465 U=    12.72 T=   69.3 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  48. x2= 112. y1=  1.68 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998694 cc2=  .874547 lx=  9.05013 if=  48 il= 112 5/13/2020  n=  64 now=    9751 end=       8562      8269      8465 U=    12.72 T=   69.3 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  48. x2= 112. y1=  1.68 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998551 cc2=  .873551 lx=  9.05513 if=  49 il= 112 5/13/2020  n=  63 now=    9751 end=       8562      8269      8465 U=    12.94 T=   68.6 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  49. x2= 112. y1=  1.51 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998653 cc2=  .873551 lx=  9.05013 if=  49 il= 112 5/13/2020  n=  63 now=    9751 end=       8562      8269      8465 U=    12.94 T=   68.6 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  49. x2= 112. y1=  1.51 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998482 cc2=  .872494 lx=  9.05513 if=  50 il= 112 5/13/2020  n=  62 now=    9751 end=       8562      8269      8465 U=    12.75 T=   69.2 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  50. x2= 112. y1=  1.51 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998588 cc2=  .872494 lx=  9.05013 if=  50 il= 112 5/13/2020  n=  62 now=    9751 end=       8562      8269      8465 U=    12.75 T=   69.2 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  50. x2= 112. y1=  1.51 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998439 cc2=  .871439 lx=  9.05513 if=  51 il= 112 5/13/2020  n=  61 now=    9751 end=       8562      8269      8465 U=    12.79 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  51. x2= 112. y1=  1.41 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998535 cc2=  .871439 lx=  9.05013 if=  51 il= 112 5/13/2020  n=  61 now=    9751 end=       8562      8269      8465 U=    12.79 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  51. x2= 112. y1=  1.41 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998384 cc2=  .870348 lx=  9.05513 if=  52 il= 112 5/13/2020  n=  60 now=    9751 end=       8562      8269      8465 U=    12.78 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  52. x2= 112. y1=  1.34 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998472 cc2=  .870348 lx=  9.05113 if=  52 il= 112 5/13/2020  n=  60 now=    9751 end=       8562      8269      8465 U=    12.78 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  52. x2= 112. y1=  1.34 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998331 cc2=  .869232 lx=  9.05513 if=  53 il= 112 5/13/2020  n=  59 now=    9751 end=       8562      8269      8465 U=    12.78 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  53. x2= 112. y1=  1.26 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998410 cc2=  .869232 lx=  9.05113 if=  53 il= 112 5/13/2020  n=  59 now=    9751 end=       8562      8269      8465 U=    12.78 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  53. x2= 112. y1=  1.26 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998276 cc2=  .868087 lx=  9.05513 if=  54 il= 112 5/13/2020  n=  58 now=    9751 end=       8562      8269      8465 U=    12.70 T=   69.4 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  54. x2= 112. y1=  1.21 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998345 cc2=  .868087 lx=  9.05113 if=  54 il= 112 5/13/2020  n=  58 now=    9751 end=       8562      8269      8465 U=    12.70 T=   69.4 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  54. x2= 112. y1=  1.21 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998253 cc2=  .866946 lx=  9.05513 if=  55 il= 112 5/13/2020  n=  57 now=    9751 end=       8562      8269      8465 U=    12.72 T=   69.3 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  55. x2= 112. y1=  1.12 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998305 cc2=  .866946 lx=  9.05213 if=  55 il= 112 5/13/2020  n=  57 now=    9751 end=       8562      8269      8465 U=    12.72 T=   69.3 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  55. x2= 112. y1=  1.12 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998223 cc2=  .865770 lx=  9.05513 if=  56 il= 112 5/13/2020  n=  56 now=    9751 end=       8562      8269      8465 U=    12.65 T=   69.5 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  56. x2= 112. y1=  1.07 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998261 cc2=  .865770 lx=  9.05213 if=  56 il= 112 5/13/2020  n=  56 now=    9751 end=       8562      8269      8465 U=    12.65 T=   69.5 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  56. x2= 112. y1=  1.07 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998238 cc2=  .864608 lx=  9.05513 if=  57 il= 112 5/13/2020  n=  55 now=    9751 end=       8562      8269      8465 U=    12.86 T=   68.8 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  57. x2= 112. y1=   .92 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998259 cc2=  .864608 lx=  9.05313 if=  57 il= 112 5/13/2020  n=  55 now=    9751 end=       8562      8269      8465 U=    12.86 T=   68.8 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  57. x2= 112. y1=   .92 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998170 cc2=  .863330 lx=  9.05513 if=  58 il= 112 5/13/2020  n=  54 now=    9751 end=       8562      8269      8465 U=    12.85 T=   68.9 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  58. x2= 112. y1=   .85 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998184 cc2=  .863330 lx=  9.05313 if=  58 il= 112 5/13/2020  n=  54 now=    9751 end=       8562      8269      8465 U=    12.85 T=   68.9 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  58. x2= 112. y1=   .85 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998102 cc2=  .862019 lx=  9.05513 if=  59 il= 112 5/13/2020  n=  53 now=    9751 end=       8562      8269      8465 U=    12.85 T=   68.9 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  59. x2= 112. y1=   .77 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998109 cc2=  .862019 lx=  9.05413 if=  59 il= 112 5/13/2020  n=  53 now=    9751 end=       8562      8269      8465 U=    12.85 T=   68.9 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  59. x2= 112. y1=   .77 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998029 cc2=  .860669 lx=  9.05513 if=  60 il= 112 5/13/2020  n=  52 now=    9751 end=       8562      8269      8465 U=    12.79 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  60. x2= 112. y1=   .71 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998033 cc2=  .860669 lx=  9.05413 if=  60 il= 112 5/13/2020  n=  52 now=    9751 end=       8562      8269      8465 U=    12.79 T=   69.1 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  60. x2= 112. y1=   .71 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .997984 cc2=  .859309 lx=  9.05513 if=  61 il= 112 5/13/2020  n=  51 now=    9751 end=       8562      8269      8465 U=    12.70 T=   69.4 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  61. x2= 112. y1=   .66 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .997984 cc2=  .859309 lx=  9.05513 if=  61 il= 112 5/13/2020  n=  51 now=    9751 end=       8562      8269      8465 U=    12.70 T=   69.4 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  61. x2= 112. y1=   .66 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .997998 cc2=  .857970 lx=  9.05513 if=  62 il= 112 5/13/2020  n=  50 now=    9751 end=       8562      8269      8465 U=    12.65 T=   69.5 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  62. x2= 112. y1=   .60 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998003 cc2=  .857970 lx=  9.05613 if=  62 il= 112 5/13/2020  n=  50 now=    9751 end=       8562      8269      8465 U=    12.65 T=   69.5 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  62. x2= 112. y1=   .60 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA1     1 Czechia Confirmed cc1=  .998071 cc2=  .856650 lx=  9.05513 if=  63 il= 112 5/13/2020  n=  49 now=    9751 end=       8562      8269      8465 U=    12.71 T=   69.3 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  63. x2= 112. y1=   .50 y2= -3.36 BEST
AAA2     1 Czechia Confirmed cc1=  .998098 cc2=  .856650 lx=  9.05713 if=  63 il= 112 5/13/2020  n=  49 now=    9751 end=       8562      8269      8465 U=    12.71 T=   69.3 p1= -12.2 p2=   113.9 ed=    99 4/30/2020   x1=  63. x2= 112. y1=   .50 y2= -3.36 BEST
GP: Confirmed Czechia 5/13/2020       112    9751     8562    8269     8465    25    99 4/30/2020 
AAA2     1 Czechia Confirmed cc1=  .998221 cc2=  .853884 lx=  9.06513 if=  65 il= 112 5/13/2020  n=  47 now=    9751 end=       8648      8269      8465 U=    13.86 T=   69.0 p1= -11.3 p2=   112.8 ed=   101 5/2/2020    x1=  65. x2= 112. y1=   .29 y2= -3.10     
GP: Confirmed Czechia 5/13/2020       112    9751     8648    8269     8465    25   101 5/2/2020  
AAA2     1 Czechia Confirmed cc1=  .998274 cc2=  .852409 lx=  9.06513 if=  66 il= 112 5/13/2020  n=  46 now=    9751 end=       8648      8269      8465 U=    14.03 T=   68.4 p1= -11.3 p2=   112.8 ed=   101 5/2/2020    x1=  66. x2= 112. y1=   .17 y2= -3.10     
GP: Confirmed Czechia 5/13/2020       112    9751     8648    8269     8465    25   101 5/2/2020  
AAA2     1 Czechia Confirmed cc1=  .998242 cc2=  .850800 lx=  9.06513 if=  67 il= 112 5/13/2020  n=  45 now=    9751 end=       8648      8269      8465 U=    13.98 T=   68.6 p1= -11.3 p2=   112.8 ed=   101 5/2/2020    x1=  67. x2= 112. y1=   .11 y2= -3.10     
GP: Confirmed Czechia 5/13/2020       112    9751     8648    8269     8465    25   101 5/2/2020  
AAA2     1 Czechia Confirmed cc1=  .998251 cc2=  .849180 lx=  9.06513 if=  68 il= 112 5/13/2020  n=  44 now=    9751 end=       8648      8269      8465 U=    13.92 T=   68.8 p1= -11.3 p2=   112.8 ed=   101 5/2/2020    x1=  68. x2= 112. y1=   .06 y2= -3.10     
GP: Confirmed Czechia 5/13/2020       112    9751     8648    8269     8465    25   101 5/2/2020  
AAA2     1 Czechia Confirmed cc1=  .998331 cc2=  .847575 lx=  9.06513 if=  69 il= 112 5/13/2020  n=  43 now=    9751 end=       8648      8269      8465 U=    14.03 T=   68.4 p1= -11.3 p2=   112.8 ed=   101 5/2/2020    x1=  69. x2= 112. y1=  -.04 y2= -3.10     
GP: Confirmed Czechia 5/13/2020       112    9751     8648    8269     8465    25   101 5/2/2020  
